defaulted,loan_amnt,term,int_rate,sub_grade,dti,fico,pub_rec,emp_length,home_ownership,verification_status,addr_state,annual_inc,issue_yr
False,4500.0,36 months,14.84,D1,13.63,675.0,0,2 years,RENT,Source Verified,VA,40068,2010
False,2800.0,60 months,11.86,B5,20.59,700.0,0,6 years,MORTGAGE,Source Verified,GA,74500,2010
False,20000.0,36 months,14.72,C5,19.61,690.0,1,3 years,RENT,Verified,IL,58000,2010
False,9600.0,36 months,13.98,C3,17.43,680.0,0,6 years,OWN,Not Verified,CA,33600,2010
False,14500.0,60 months,17.19,E3,24.39,670.0,0,1 year,RENT,Not Verified,MA,58000,2010
False,5600.0,36 months,11.49,B4,10.25,695.0,0,3 years,RENT,Source Verified,NJ,50000,2010
False,17500.0,60 months,18.67,F2,20.31,665.0,0,< 1 year,RENT,Verified,NY,51000,2010
False,7800.0,36 months,11.86,B5,4.68,695.0,0,4 years,MORTGAGE,Verified,MA,150000,2010
True,12000.0,36 months,7.88,A5,13.96,765.0,0,3 years,RENT,Not Verified,VA,57000,2010
False,3000.0,36 months,7.88,A5,5.4,720.0,1,3 years,MORTGAGE,Source Verified,TX,67500,2010
False,8000.0,36 months,18.3,F1,11.07,670.0,0,< 1 year,RENT,Verified,CO,35000,2010
False,5500.0,36 months,10.75,B2,6.67,705.0,0,9 years,MORTGAGE,Source Verified,OK,80004,2010
False,15000.0,60 months,11.12,B3,12.55,800.0,0,10+ years,MORTGAGE,Verified,RI,55000,2010
True,3250.0,36 months,14.35,C4,24.64,675.0,1,10+ years,RENT,Not Verified,OR,26400,2010
False,4600.0,36 months,11.86,B5,18.85,690.0,0,2 years,RENT,Not Verified,NY,48000,2010
False,5000.0,36 months,14.84,D1,11.64,680.0,0,< 1 year,RENT,Not Verified,GA,38352,2010
False,15000.0,36 months,16.82,E2,23.42,665.0,0,5 years,MORTGAGE,Verified,PA,105000,2010
False,6000.0,36 months,14.84,D1,5.13,665.0,0,< 1 year,RENT,Source Verified,CA,26880,2010
False,22750.0,60 months,13.61,C2,12.42,745.0,0,4 years,MORTGAGE,Verified,CA,91000,2010
False,8500.0,60 months,10.38,B1,6.85,795.0,0,10+ years,MORTGAGE,Verified,CA,72000,2010
True,4750.0,36 months,11.86,B5,23.74,705.0,0,10+ years,OWN,Verified,HI,22440,2010
False,9000.0,60 months,10.75,B2,0.0,805.0,0,4 years,MORTGAGE,Verified,VA,110000,2010
False,6000.0,36 months,11.49,B4,14.0,695.0,0,10+ years,RENT,Verified,FL,45000,2010
True,13000.0,60 months,15.58,D3,12.28,705.0,0,4 years,RENT,Source Verified,CA,109896,2010
False,15000.0,36 months,7.51,A4,5.48,770.0,0,2 years,RENT,Verified,DC,120000,2010
True,6000.0,36 months,7.51,A4,20.06,740.0,0,< 1 year,RENT,Not Verified,CO,50000,2010
False,18000.0,60 months,11.12,B3,19.51,760.0,0,8 years,MORTGAGE,Verified,MD,62004,2010
False,10000.0,60 months,21.27,G4,5.15,680.0,0,2 years,RENT,Verified,MA,65000,2010
False,25000.0,36 months,11.86,B5,12.87,710.0,0,10+ years,MORTGAGE,Verified,CA,40000,2010
False,18000.0,60 months,10.75,B2,16.68,770.0,0,5 years,MORTGAGE,Source Verified,GA,80496,2010
False,3200.0,36 months,14.84,D1,14.96,680.0,0,< 1 year,OWN,Verified,WV,17000,2010
False,9000.0,36 months,11.86,B5,9.55,690.0,0,10+ years,MORTGAGE,Not Verified,CA,73000,2010
False,2000.0,36 months,11.12,B3,12.08,700.0,0,1 year,OWN,Source Verified,AZ,60000,2010
True,8000.0,60 months,15.58,D3,16.07,675.0,0,3 years,OWN,Not Verified,CA,64200,2010
False,6000.0,60 months,10.38,B1,23.0,760.0,0,10+ years,MORTGAGE,Source Verified,NJ,57600,2010
True,18800.0,60 months,19.41,F4,23.33,660.0,0,5 years,MORTGAGE,Source Verified,NJ,72000,2010
False,8000.0,60 months,11.49,B4,19.5,715.0,0,8 years,RENT,Source Verified,CA,26400,2010
False,20000.0,60 months,16.32,D5,12.58,695.0,0,10+ years,RENT,Verified,NY,98000,2010
True,6000.0,60 months,19.41,F4,11.47,675.0,0,4 years,RENT,Verified,FL,22800,2010
False,2500.0,36 months,10.38,B1,16.42,710.0,1,4 years,MORTGAGE,Not Verified,NY,85000,2010
False,6000.0,60 months,15.21,D2,22.88,690.0,0,< 1 year,RENT,Source Verified,AL,30160,2010
False,10000.0,36 months,16.32,D5,8.44,685.0,0,5 years,MORTGAGE,Source Verified,NJ,91000,2010
True,4800.0,36 months,13.23,C1,14.04,675.0,0,4 years,RENT,Not Verified,NY,38900,2010
False,13000.0,36 months,13.23,C1,16.51,700.0,0,10+ years,MORTGAGE,Verified,NY,81600,2010
False,2825.0,60 months,13.23,C1,15.63,695.0,0,3 years,MORTGAGE,Not Verified,FL,45000,2010
False,4000.0,36 months,11.12,B3,24.64,700.0,0,< 1 year,MORTGAGE,Source Verified,MA,58000,2010
False,8000.0,36 months,11.86,B5,23.2,690.0,0,2 years,RENT,Source Verified,CA,91000,2010
False,8000.0,60 months,16.32,D5,15.23,675.0,0,10+ years,MORTGAGE,Not Verified,CA,157000,2010
False,11200.0,60 months,16.32,D5,13.45,700.0,0,6 years,RENT,Source Verified,NJ,33000,2010
False,6250.0,36 months,10.38,B1,21.96,710.0,0,1 year,RENT,Verified,CA,23004,2010
False,4000.0,60 months,13.23,C1,18.44,700.0,0,2 years,MORTGAGE,Not Verified,OH,60000,2010
False,7500.0,36 months,11.86,B5,21.45,695.0,0,2 years,RENT,Not Verified,CA,40000,2010
False,12000.0,60 months,17.93,E5,13.35,660.0,0,1 year,RENT,Verified,CA,41000,2010
False,14400.0,36 months,10.75,B2,19.47,720.0,0,2 years,RENT,Source Verified,FL,31800,2010
True,5000.0,36 months,11.86,B5,10.29,690.0,0,10+ years,MORTGAGE,Verified,CA,78000,2010
True,6250.0,60 months,10.38,B1,3.55,765.0,0,10+ years,MORTGAGE,Not Verified,NM,43596,2010
False,17500.0,36 months,17.19,E3,19.09,665.0,0,7 years,RENT,Verified,PA,54996,2010
False,8000.0,60 months,13.98,C3,20.38,695.0,0,2 years,OWN,Not Verified,TX,49000,2010
False,6000.0,36 months,14.84,D1,13.4,665.0,0,10+ years,RENT,Not Verified,CA,86000,2010
False,20000.0,60 months,16.45,E1,9.94,685.0,0,3 years,RENT,Verified,CA,118000,2010
False,4200.0,60 months,15.58,D3,5.44,680.0,0,8 years,RENT,Not Verified,CO,45000,2010
False,4000.0,60 months,10.75,B2,2.23,800.0,0,10+ years,OWN,Not Verified,RI,125000,2010
False,12000.0,60 months,11.86,B5,9.95,715.0,0,10+ years,MORTGAGE,Not Verified,VA,48000,2010
False,10000.0,36 months,13.61,C2,8.16,685.0,0,3 years,MORTGAGE,Verified,IL,65000,2010
False,4000.0,36 months,6.76,A2,20.75,750.0,0,10+ years,MORTGAGE,Verified,TX,53155,2010
False,18000.0,36 months,10.38,B1,19.01,735.0,0,3 years,MORTGAGE,Verified,MD,142000,2010
False,12000.0,36 months,7.51,A4,11.9,760.0,0,< 1 year,MORTGAGE,Not Verified,GA,46400,2010
True,2400.0,60 months,15.58,D3,10.79,670.0,0,5 years,RENT,Not Verified,LA,16008,2010
False,23000.0,60 months,21.27,G4,11.93,670.0,0,10+ years,RENT,Verified,NY,55000,2010
False,2500.0,36 months,7.14,A3,24.13,735.0,0,2 years,RENT,Not Verified,IL,37000,2010
False,10400.0,36 months,11.86,B5,16.9,705.0,0,10+ years,RENT,Not Verified,CT,80400,2010
False,8000.0,60 months,16.82,E2,14.33,665.0,0,5 years,MORTGAGE,Not Verified,CA,125000,2010
False,9000.0,36 months,11.86,B5,13.74,705.0,0,3 years,RENT,Verified,CA,65000,2010
True,10000.0,60 months,17.56,E4,20.46,665.0,0,4 years,MORTGAGE,Source Verified,SC,62000,2010
False,15000.0,36 months,7.88,A5,11.09,745.0,0,10+ years,MORTGAGE,Verified,AK,78000,2010
False,15600.0,60 months,11.86,B5,12.6,760.0,0,10+ years,OWN,Not Verified,VA,32000,2010
False,10400.0,36 months,14.84,D1,20.84,670.0,0,2 years,RENT,Verified,CA,38400,2010
False,9250.0,60 months,17.19,E3,7.1,675.0,0,4 years,MORTGAGE,Source Verified,VA,50004,2010
False,6000.0,36 months,7.88,A5,14.42,730.0,0,3 years,RENT,Verified,IL,59000,2010
False,7500.0,36 months,7.88,A5,8.05,720.0,0,4 years,RENT,Not Verified,NJ,34000,2010
False,25000.0,36 months,10.75,B2,13.28,750.0,0,7 years,RENT,Verified,MD,77000,2010
True,4000.0,36 months,16.32,D5,15.51,665.0,2,10+ years,RENT,Source Verified,NJ,52392,2010
False,17000.0,36 months,7.88,A5,10.7,745.0,0,10+ years,MORTGAGE,Source Verified,GA,95680,2010
False,10000.0,60 months,10.38,B1,18.46,785.0,0,10+ years,OWN,Verified,TX,78000,2010
False,10750.0,36 months,11.86,B5,20.92,700.0,0,7 years,MORTGAGE,Verified,UT,110000,2010
False,3400.0,60 months,15.58,D3,8.57,700.0,0,1 year,RENT,Source Verified,MI,25200,2010
True,12000.0,60 months,16.45,E1,5.36,685.0,0,2 years,MORTGAGE,Source Verified,AL,32000,2010
False,5600.0,60 months,13.23,C1,0.41,710.0,0,< 1 year,RENT,Source Verified,MA,36500,2010
False,8000.0,60 months,17.56,E4,5.46,695.0,0,5 years,RENT,Source Verified,FL,42600,2010
False,10000.0,60 months,15.58,D3,18.99,685.0,0,4 years,RENT,Source Verified,CT,33488,2010
False,9600.0,36 months,14.35,C4,14.98,675.0,1,10+ years,OWN,Verified,NY,60000,2010
False,9600.0,36 months,11.86,B5,23.15,700.0,0,2 years,MORTGAGE,Source Verified,TX,48000,2010
False,12000.0,36 months,15.21,D2,5.8,675.0,0,9 years,OWN,Source Verified,MA,36000,2010
False,8400.0,36 months,11.86,B5,17.04,695.0,0,2 years,RENT,Verified,GA,52800,2010
False,24000.0,60 months,11.49,B4,11.56,750.0,0,7 years,MORTGAGE,Verified,DE,80000,2010
False,10000.0,60 months,11.86,B5,9.25,750.0,0,3 years,MORTGAGE,Verified,KY,48000,2010
False,9500.0,36 months,6.76,A2,23.9,790.0,0,5 years,RENT,Source Verified,CA,46500,2010
False,10000.0,36 months,11.86,B5,1.83,735.0,0,< 1 year,OWN,Source Verified,OK,40000,2010
False,14400.0,36 months,13.61,C2,14.25,690.0,0,5 years,MORTGAGE,Verified,CA,73000,2010
False,10000.0,36 months,15.95,D4,14.02,660.0,0,3 years,RENT,Verified,CA,60000,2010
False,13400.0,60 months,13.23,C1,24.31,715.0,0,8 years,RENT,Source Verified,IL,50400,2010
False,12000.0,60 months,16.45,E1,19.29,675.0,1,3 years,RENT,Source Verified,WI,54908,2010
False,8500.0,36 months,7.51,A4,10.6,745.0,0,5 years,RENT,Not Verified,TX,64777,2010
False,3000.0,60 months,13.98,C3,13.61,680.0,0,10+ years,MORTGAGE,Verified,AL,39600,2010
False,15000.0,60 months,18.3,F1,4.33,675.0,0,< 1 year,RENT,Verified,DC,87050,2010
True,4800.0,60 months,18.67,F2,11.56,660.0,0,5 years,RENT,Verified,MA,20000,2010
False,14000.0,36 months,7.51,A4,17.4,785.0,0,5 years,MORTGAGE,Verified,TX,60000,2010
False,5000.0,60 months,16.32,D5,19.42,670.0,0,1 year,MORTGAGE,Not Verified,MD,96504,2010
False,8000.0,36 months,7.14,A3,2.25,760.0,0,10+ years,MORTGAGE,Verified,LA,80400,2010
False,15000.0,36 months,7.88,A5,17.0,750.0,0,5 years,MORTGAGE,Verified,TX,106000,2010
False,5500.0,36 months,11.12,B3,3.13,700.0,0,9 years,MORTGAGE,Not Verified,AR,36396,2010
False,5000.0,60 months,13.98,C3,15.94,705.0,0,< 1 year,RENT,Not Verified,CA,19200,2010
False,9000.0,36 months,13.98,C3,15.09,685.0,0,3 years,RENT,Verified,GA,27600,2010
False,9500.0,60 months,11.12,B3,11.7,730.0,0,8 years,MORTGAGE,Not Verified,MA,60000,2010
True,3000.0,60 months,16.45,E1,23.04,680.0,0,6 years,RENT,Verified,CA,30000,2010
True,4750.0,60 months,13.61,C2,23.92,695.0,0,10+ years,MORTGAGE,Not Verified,MD,110000,2010
True,2000.0,36 months,15.58,D3,6.17,670.0,0,2 years,RENT,Source Verified,NJ,14400,2010
False,25000.0,36 months,11.49,B4,10.54,725.0,0,10+ years,RENT,Verified,GA,130000,2010
True,7400.0,36 months,17.56,E4,15.6,665.0,0,3 years,MORTGAGE,Not Verified,KY,35004,2010
False,1800.0,36 months,10.75,B2,5.38,740.0,0,5 years,RENT,Source Verified,CA,80000,2010
False,10000.0,36 months,7.51,A4,5.01,790.0,0,4 years,RENT,Verified,MA,45000,2010
False,12000.0,36 months,11.86,B5,7.23,705.0,0,10+ years,MORTGAGE,Verified,NV,172000,2010
True,1200.0,60 months,15.58,D3,0.0,700.0,0,9 years,MORTGAGE,Not Verified,NY,24000,2010
False,4000.0,36 months,10.75,B2,3.5,720.0,0,2 years,RENT,Not Verified,CA,29120,2010
False,20000.0,36 months,7.88,A5,8.87,780.0,0,10+ years,MORTGAGE,Verified,FL,110000,2010
False,8400.0,60 months,13.61,C2,8.38,700.0,0,3 years,RENT,Not Verified,CA,70000,2010
False,25000.0,60 months,15.95,D4,7.52,755.0,0,1 year,RENT,Source Verified,NJ,102000,2010
True,3600.0,60 months,15.58,D3,19.57,675.0,0,5 years,RENT,Not Verified,NY,46000,2010
False,5000.0,36 months,11.86,B5,3.48,735.0,0,< 1 year,RENT,Not Verified,TX,30000,2010
False,10000.0,36 months,15.95,D4,23.97,660.0,0,5 years,RENT,Not Verified,MN,44000,2010
False,23500.0,60 months,13.98,C3,14.43,730.0,0,10+ years,MORTGAGE,Verified,MD,90065,2010
False,3600.0,36 months,7.88,A5,13.77,715.0,0,6 years,MORTGAGE,Not Verified,NY,81204,2010
False,25000.0,60 months,13.23,C1,15.55,740.0,0,10+ years,MORTGAGE,Verified,PA,105000,2010
True,4800.0,36 months,15.58,D3,10.5,665.0,0,4 years,RENT,Not Verified,MA,63996,2010
False,2000.0,36 months,7.14,A3,24.47,740.0,0,3 years,MORTGAGE,Source Verified,IL,43000,2010
False,5000.0,36 months,14.35,C4,12.31,695.0,0,< 1 year,RENT,Not Verified,VA,31000,2010
False,6400.0,36 months,11.49,B4,15.62,710.0,0,2 years,RENT,Source Verified,NY,31200,2010
False,4200.0,36 months,15.58,D3,4.71,660.0,0,2 years,RENT,Not Verified,AR,66996,2010
True,5000.0,60 months,10.75,B2,8.67,735.0,0,5 years,MORTGAGE,Source Verified,CA,90000,2010
False,10000.0,36 months,13.98,C3,6.32,690.0,0,7 years,RENT,Not Verified,TX,43080,2010
False,10000.0,36 months,11.49,B4,15.2,710.0,0,3 years,RENT,Not Verified,AK,35364,2010
False,10000.0,36 months,14.35,C4,18.0,695.0,0,4 years,RENT,Source Verified,CT,30000,2010
False,7200.0,36 months,14.84,D1,1.42,665.0,0,5 years,RENT,Verified,NV,41316,2010
True,7500.0,60 months,18.67,F2,3.64,660.0,0,3 years,MORTGAGE,Source Verified,NH,57000,2010
False,24000.0,60 months,13.23,C1,10.19,730.0,0,6 years,MORTGAGE,Verified,OR,90000,2010
False,12000.0,60 months,11.49,B4,11.79,720.0,0,9 years,RENT,Not Verified,VA,42500,2010
False,24250.0,60 months,11.49,B4,18.72,765.0,0,10+ years,OWN,Source Verified,FL,40000,2010
False,2800.0,36 months,11.86,B5,17.16,680.0,0,2 years,RENT,Not Verified,OH,50000,2010
False,4600.0,36 months,7.14,A3,19.3,740.0,0,6 years,RENT,Not Verified,PA,28416,2010
False,6500.0,36 months,11.86,B5,7.97,695.0,0,7 years,RENT,Not Verified,NJ,63211,2010
False,5000.0,36 months,14.35,C4,12.55,675.0,0,8 years,MORTGAGE,Not Verified,AZ,85000,2010
False,6600.0,36 months,7.14,A3,18.08,770.0,0,3 years,RENT,Not Verified,NY,52000,2010
False,10000.0,60 months,11.86,B5,10.73,720.0,0,2 years,RENT,Verified,NJ,32000,2010
False,2400.0,36 months,11.86,B5,22.81,680.0,0,6 years,MORTGAGE,Source Verified,OK,49032,2010
False,18000.0,36 months,14.72,C5,14.29,680.0,0,10+ years,MORTGAGE,Verified,AL,95111,2010
False,20000.0,36 months,10.75,B2,5.39,740.0,0,8 years,MORTGAGE,Verified,MO,109000,2010
False,25000.0,36 months,19.41,F4,14.83,660.0,0,8 years,RENT,Verified,FL,97000,2010
False,1400.0,36 months,14.84,D1,14.8,665.0,1,8 years,MORTGAGE,Not Verified,CT,36000,2010
False,21000.0,36 months,10.38,B1,14.37,750.0,0,3 years,MORTGAGE,Verified,CA,135000,2010
False,15500.0,36 months,7.88,A5,3.58,760.0,0,10+ years,RENT,Verified,TX,71760,2010
False,5900.0,36 months,11.12,B3,6.24,700.0,0,10+ years,OWN,Not Verified,FL,60000,2010
False,16000.0,60 months,11.49,B4,5.52,740.0,0,1 year,RENT,Source Verified,NY,46302,2010
False,16000.0,36 months,10.38,B1,12.38,745.0,0,1 year,MORTGAGE,Source Verified,IL,50000,2010
False,6000.0,36 months,14.84,D1,4.8,675.0,0,2 years,RENT,Not Verified,OR,32004,2010
False,25000.0,36 months,11.86,B5,5.19,715.0,0,< 1 year,RENT,Source Verified,CA,145000,2010
False,7000.0,60 months,13.61,C2,0.91,710.0,0,< 1 year,MORTGAGE,Not Verified,VA,78000,2010
False,14400.0,36 months,10.38,B1,18.14,740.0,0,1 year,OWN,Source Verified,NM,41604,2010
False,5125.0,36 months,14.84,D1,9.62,670.0,0,2 years,MORTGAGE,Source Verified,CA,189000,2010
False,13750.0,36 months,15.21,D2,19.29,670.0,0,1 year,OWN,Verified,TX,38000,2010
False,10000.0,36 months,7.88,A5,18.88,735.0,0,5 years,RENT,Verified,TX,60000,2010
False,6000.0,36 months,11.12,B3,16.86,705.0,0,< 1 year,MORTGAGE,Not Verified,IL,33600,2010
False,6500.0,60 months,7.88,A5,8.31,810.0,0,10+ years,MORTGAGE,Not Verified,OH,118200,2010
False,4000.0,36 months,11.12,B3,5.99,735.0,0,< 1 year,RENT,Not Verified,NY,19820,2010
False,14500.0,60 months,15.58,D3,24.04,700.0,0,5 years,RENT,Source Verified,MA,43920,2010
False,6000.0,60 months,11.86,B5,3.97,705.0,0,4 years,MORTGAGE,Not Verified,CA,46000,2010
False,9600.0,36 months,7.51,A4,16.63,735.0,0,10+ years,MORTGAGE,Source Verified,AR,66800,2010
False,12000.0,60 months,11.86,B5,24.54,715.0,0,3 years,MORTGAGE,Verified,TX,80000,2010
False,9600.0,36 months,7.88,A5,15.56,725.0,0,3 years,RENT,Source Verified,MI,34000,2010
False,4000.0,60 months,7.88,A5,0.74,795.0,0,5 years,OWN,Not Verified,OH,24166,2010
False,21000.0,60 months,16.45,E1,10.08,685.0,0,5 years,MORTGAGE,Verified,WA,70000,2010
False,7000.0,60 months,15.21,D2,0.89,705.0,1,5 years,MORTGAGE,Verified,MA,27000,2010
False,15000.0,60 months,13.23,C1,12.97,715.0,0,10+ years,RENT,Not Verified,NY,45227,2010
True,2800.0,36 months,15.21,D2,9.57,685.0,1,10+ years,RENT,Not Verified,CA,80000,2010
False,14500.0,36 months,10.75,B2,15.96,710.0,0,3 years,MORTGAGE,Verified,CO,80000,2010
False,5600.0,60 months,13.98,C3,0.84,700.0,1,5 years,RENT,Not Verified,CA,84000,2010
False,7500.0,60 months,11.86,B5,8.13,720.0,1,3 years,MORTGAGE,Not Verified,CO,74880,2010
False,10000.0,60 months,15.21,D2,9.1,690.0,0,< 1 year,MORTGAGE,Verified,FL,129996,2010
False,1500.0,36 months,19.41,F4,24.21,665.0,0,6 years,RENT,Not Verified,FL,33600,2010
False,3250.0,36 months,15.21,D2,24.35,660.0,0,4 years,MORTGAGE,Not Verified,AL,27996,2010
True,7000.0,36 months,11.49,B4,8.77,700.0,0,1 year,RENT,Source Verified,CA,62400,2010
False,15000.0,36 months,14.35,C4,22.84,680.0,0,4 years,MORTGAGE,Verified,TX,66000,2010
False,15000.0,36 months,10.38,B1,8.68,760.0,0,10+ years,MORTGAGE,Verified,TX,91000,2010
False,10000.0,60 months,10.75,B2,3.88,760.0,0,10+ years,MORTGAGE,Not Verified,TX,48000,2010
False,15000.0,36 months,13.61,C2,19.09,690.0,0,6 years,OWN,Verified,MN,36960,2010
False,2000.0,36 months,14.72,C5,1.24,675.0,0,10+ years,RENT,Source Verified,KY,34000,2010
False,6400.0,36 months,7.88,A5,7.34,725.0,0,10+ years,MORTGAGE,Verified,MD,42000,2010
False,8000.0,36 months,11.49,B4,11.35,700.0,0,< 1 year,MORTGAGE,Verified,VA,85000,2010
False,8000.0,36 months,11.12,B3,7.09,720.0,0,10+ years,MORTGAGE,Source Verified,CA,109200,2010
False,9000.0,36 months,13.61,C2,10.9,695.0,0,< 1 year,RENT,Not Verified,NY,60000,2010
True,10000.0,60 months,15.58,D3,10.62,685.0,1,< 1 year,RENT,Source Verified,CO,44400,2010
False,25000.0,36 months,15.21,D2,23.09,700.0,1,3 years,RENT,Verified,CA,93600,2010
True,18000.0,60 months,10.75,B2,22.01,800.0,0,2 years,MORTGAGE,Verified,AR,47000,2010
False,4000.0,36 months,11.12,B3,11.21,705.0,0,3 years,RENT,Source Verified,FL,73000,2010
False,8500.0,60 months,10.38,B1,0.33,800.0,0,9 years,MORTGAGE,Verified,IL,72000,2010
False,25000.0,60 months,13.61,C2,12.44,730.0,0,7 years,MORTGAGE,Verified,NV,48436,2010
False,25000.0,60 months,17.19,E3,17.36,700.0,0,10+ years,MORTGAGE,Verified,MI,100100,2010
False,15000.0,60 months,16.32,D5,15.74,680.0,0,10+ years,MORTGAGE,Source Verified,NY,70000,2010
True,9000.0,60 months,15.21,D2,14.59,700.0,0,5 years,MORTGAGE,Not Verified,IL,85200,2010
False,2000.0,36 months,13.23,C1,21.63,675.0,0,5 years,RENT,Verified,MA,42000,2010
False,6000.0,36 months,6.76,A2,23.64,775.0,0,10+ years,RENT,Source Verified,TX,37000,2010
False,8700.0,36 months,7.88,A5,7.55,730.0,0,4 years,RENT,Source Verified,CA,45000,2010
False,16000.0,60 months,15.95,D4,22.16,695.0,1,10+ years,RENT,Source Verified,CA,58000,2010
False,2525.0,36 months,13.98,C3,2.36,700.0,0,4 years,RENT,Source Verified,CA,57500,2010
False,5000.0,36 months,11.86,B5,2.07,685.0,0,6 years,MORTGAGE,Source Verified,NV,99600,2010
False,14000.0,36 months,13.23,C1,16.84,705.0,0,4 years,MORTGAGE,Not Verified,FL,64000,2010
False,4500.0,36 months,6.39,A1,6.35,795.0,0,10+ years,MORTGAGE,Verified,GA,85100,2010
False,10400.0,60 months,13.61,C2,16.12,705.0,0,5 years,MORTGAGE,Verified,AZ,44000,2010
False,25000.0,60 months,17.56,E4,13.9,690.0,0,10+ years,MORTGAGE,Source Verified,UT,111549,2010
False,25000.0,36 months,15.58,D3,13.0,695.0,0,< 1 year,MORTGAGE,Verified,IL,78000,2010
False,8000.0,36 months,7.51,A4,2.54,795.0,0,9 years,MORTGAGE,Verified,CO,120000,2010
True,24000.0,36 months,16.45,E1,15.09,690.0,0,3 years,RENT,Verified,SC,68250,2010
False,4000.0,36 months,13.98,C3,7.33,695.0,0,4 years,RENT,Source Verified,NJ,107000,2010
False,4000.0,36 months,7.51,A4,23.23,725.0,0,5 years,MORTGAGE,Source Verified,PA,50000,2010
False,16000.0,60 months,11.12,B3,11.31,760.0,0,1 year,RENT,Verified,MA,95000,2010
False,10000.0,36 months,7.51,A4,3.25,805.0,0,10+ years,MORTGAGE,Not Verified,CO,59004,2010
False,8500.0,36 months,7.88,A5,20.41,720.0,0,3 years,RENT,Verified,NY,62500,2010
False,7200.0,36 months,14.35,C4,16.71,670.0,0,10+ years,MORTGAGE,Verified,TX,108000,2010
False,4000.0,60 months,11.12,B3,4.94,715.0,1,8 years,RENT,Source Verified,OH,26000,2010
False,25000.0,36 months,16.32,D5,18.35,685.0,0,10+ years,RENT,Verified,NY,170000,2010
False,4000.0,60 months,16.32,D5,24.13,685.0,0,1 year,RENT,Source Verified,OH,19200,2010
False,10000.0,36 months,11.86,B5,0.0,780.0,0,10+ years,RENT,Verified,VA,24000,2010
False,15250.0,60 months,16.32,D5,24.49,700.0,0,5 years,RENT,Verified,CA,46800,2010
False,3600.0,36 months,13.61,C2,2.98,700.0,0,1 year,RENT,Verified,MO,14500,2010
False,17000.0,36 months,7.88,A5,14.88,775.0,0,6 years,RENT,Verified,NY,48000,2010
False,25000.0,36 months,15.95,D4,17.61,685.0,0,10+ years,OWN,Verified,CA,83000,2010
True,24250.0,60 months,17.56,E4,16.82,685.0,0,6 years,MORTGAGE,Verified,WA,66840,2010
False,1500.0,36 months,11.49,B4,16.44,685.0,0,3 years,OWN,Source Verified,NY,50000,2010
False,16000.0,36 months,7.88,A5,13.95,755.0,0,2 years,MORTGAGE,Not Verified,MD,90996,2010
False,12000.0,36 months,10.75,B2,14.81,715.0,0,2 years,RENT,Not Verified,VA,38500,2010
False,6000.0,36 months,10.75,B2,13.31,705.0,0,4 years,RENT,Verified,NY,54996,2010
False,8500.0,60 months,15.21,D2,20.9,685.0,1,8 years,MORTGAGE,Verified,VA,50004,2010
False,15000.0,60 months,13.61,C2,20.62,715.0,0,3 years,RENT,Verified,CA,72000,2010
False,7500.0,36 months,11.49,B4,6.07,700.0,0,1 year,RENT,Not Verified,OR,68000,2010
True,9000.0,60 months,15.58,D3,18.93,680.0,0,3 years,RENT,Source Verified,IL,41004,2010
False,15250.0,60 months,15.58,D3,19.42,695.0,0,7 years,MORTGAGE,Verified,SC,72000,2010
False,2800.0,60 months,11.49,B4,4.0,705.0,1,< 1 year,RENT,Not Verified,CA,24000,2010
False,12000.0,60 months,11.49,B4,17.64,725.0,0,3 years,RENT,Verified,TX,52000,2010
False,17000.0,60 months,15.21,D2,12.09,710.0,1,4 years,MORTGAGE,Verified,KY,51000,2010
True,12000.0,36 months,10.38,B1,6.51,750.0,0,3 years,OWN,Verified,FL,56600,2010
False,15750.0,36 months,10.75,B2,11.44,725.0,0,6 years,MORTGAGE,Verified,MI,168000,2010
False,18200.0,60 months,13.23,C1,17.88,725.0,0,10+ years,MORTGAGE,Verified,MD,60000,2010
False,6000.0,36 months,7.88,A5,3.12,745.0,0,5 years,RENT,Source Verified,NY,40000,2010
False,5000.0,60 months,11.86,B5,21.18,705.0,0,8 years,RENT,Source Verified,GA,74400,2010
False,8000.0,36 months,13.61,C2,23.71,685.0,0,2 years,MORTGAGE,Source Verified,TX,50000,2010
False,3000.0,60 months,11.49,B4,11.75,705.0,1,10+ years,RENT,Verified,GA,48000,2010
False,10000.0,60 months,16.82,E2,12.54,680.0,0,3 years,RENT,Verified,MA,53004,2010
False,2000.0,36 months,6.76,A2,4.75,795.0,0,3 years,RENT,Source Verified,DC,48255,2010
False,8000.0,36 months,13.61,C2,23.56,680.0,0,10+ years,RENT,Not Verified,NY,96500,2010
False,1500.0,36 months,13.61,C2,1.66,680.0,0,2 years,RENT,Verified,DC,74600,2010
False,25000.0,36 months,18.3,F1,20.22,670.0,0,10+ years,RENT,Verified,MA,84500,2010
False,2100.0,36 months,6.76,A2,18.68,760.0,0,1 year,RENT,Not Verified,TX,52800,2010
False,1000.0,60 months,7.88,A5,20.09,765.0,0,5 years,MORTGAGE,Verified,AL,54000,2010
True,4500.0,60 months,16.45,E1,22.65,660.0,0,5 years,RENT,Source Verified,MD,27600,2010
False,5000.0,60 months,10.38,B1,20.48,760.0,0,3 years,MORTGAGE,Not Verified,FL,78000,2010
False,20000.0,60 months,13.61,C2,6.4,720.0,0,9 years,RENT,Verified,NJ,99500,2010
False,20000.0,36 months,7.88,A5,5.68,775.0,0,< 1 year,MORTGAGE,Verified,IL,110000,2010
